Address,Price,Radius,Beds,Bath
"Chatsworth  Walk, 8139",461243,96,5,3
"Clifton  Way, 371",198757,45,3,1
"Cliffords  Rue, 2948",178097,20,4,2
"West Lane, 1444",336780,47,1,3
"Carltoun   Rue, 7",94990,9,3,2
"Geffrye   Road, 654",130975,47,3,3
"Arbutus   Grove, 1300",118034,22,4,1
"Cave   Grove, 3596",121046,84,2,2
"Blandford  Rue, 2766",269801,75,5,2
"Littlebury  Road, 2306",211099,15,5,2
"Sundown Street, 1047",377116,36,4,3
"Wager   Road, 4861",160900,33,5,1
"Fieldstone Way, 9420",161548,14,4,2
"Longmoore   Walk, 6914",371921,49,2,2
"Jackson Lane, 7931",80741,96,4,1
"Belmont Park Tunnel, 4309",267049,66,4,2
"Mariner  Walk, 2420",240340,8,1,3
"Walnut Tunnel, 1101",53539,2,1,2
"Thorndike   Grove, 116",441145,27,3,1
"Chicksand  Rue, 1781",215594,19,2,3
"Chalcot  Avenue, 7655",268784,14,1,3
"Kinglake  Grove, 2924",234429,18,5,1
"Canning  Rue, 605",473913,60,4,3
"Woodland Grove, 6130",223611,17,2,2
"Egerton  Alley, 550",452110,89,4,1
"Bermondsey    Boulevard, 5216",444374,2,4,2
"Becher  Pass, 4593",93498,66,1,2
"Chatsworth  Vale, 4259",314856,57,1,2
"Eaglet  Vale, 1004",488846,65,1,3
"Camdenhurst   Tunnel, 5162",178708,10,1,3
"Longmoore   Hill, 657",309751,3,2,3
"Paris   Vale, 2891",277113,30,1,1
"Sherwood  Way, 3050",195592,50,3,3
"Balham   Grove, 9010",217179,52,3,2
"South Drive, 8105",304513,3,4,3
"Dyott   Route, 114",292621,84,4,2
"Kinglake  Walk, 4705",209329,10,5,2
"Caldwell   Street, 9623",318178,54,1,1
"Chestnut  Vale, 2057",277656,81,2,1
"Westcott  Avenue, 9390",169664,36,3,2
"Cam  Tunnel, 7843",349334,79,2,1
"Canning  Grove, 175",238662,72,1,3
"Collent   Crossroad, 9695",272667,52,3,2
"Addison  Walk, 333",64266,36,1,3
"Buttonwood Hill, 882",383828,39,1,2
"Littlebury  Street, 9306",384058,85,5,2
"Clissold  Street, 867",86811,16,2,2
"Cockspur  Drive, 7710",429222,89,5,1
"Bayberry Pass, 6334",244732,12,3,1
"Kimberley  Lane, 6773",199532,6,3,3
"Bendall   Road, 7524",351044,57,5,2
"Collins  Drive, 9498",142273,82,2,3
"Parkgate  Boulevard, 8990",277288,16,2,2
"Boadicea   Boulevard, 3096",379624,54,2,3
"Bales  Route, 7494",92649,81,4,3
"Thoresby   Road, 1737",193768,95,4,3
"Chandos  Rue, 2277",182075,9,3,2
"Norfolk  Walk, 8271",455074,26,2,1
"Calverley  Grove, 9364",61000,72,4,2
"Arundel   Street, 1103",57319,64,4,2
"Linden Pass, 1856",146522,65,3,2
"Norfolk  Alley, 4390",253119,65,3,2
"Cockspur  Lane, 1946",295044,27,4,1
"Clifton  Tunnel, 2950",152579,98,3,1
"Hickory Lane Alley, 2772",253158,83,4,1
"Blore  Way, 6856",324949,82,4,1
"Bury  Avenue, 5730",80874,13,4,3
"Burton  Lane, 4717",214188,2,3,3
"Bayberry Lane, 9864",352647,4,2,1
"Becher  Vale, 9998",420149,79,2,2
"Geffrye   Avenue, 9334",254307,9,1,1
"Arline    Pass, 1594",433924,80,2,1
"Parkfields Walk, 866",413475,26,3,2
"Battis   Rue, 9383",400656,26,5,2
"Camdale  Hill, 2461",202537,37,2,3
"Coalecroft  Hill, 9107",467807,38,3,3
"Garfield Crossroad, 8193",160689,99,5,3
"Belgrave  Lane, 149",287385,74,1,2
"Cecilia  Drive, 6747",424022,6,5,2
"Camley   Lane, 5141",239797,3,2,3
"Cam  Vale, 8791",447160,8,5,2
"Thomas Doyle   Vale, 5332",171887,7,4,3
"Cardinal Street, 8113",336762,31,3,2
"Magnolia Tunnel, 973",192819,68,2,1
"Ellerman   Boulevard, 8241",482926,71,5,1
"Thrale   Vale, 6449",346138,19,5,3
"Blandford  Vale, 5602",496302,18,3,2
"Blue Anchor  Rue, 7844",372851,73,1,3
"Aberavon  Walk, 5651",227386,47,3,3
"Bempton   Pass, 3088",209427,66,5,3
"Elf  Vale, 9790",103105,52,4,3
"Sheringham   Hill, 3256",277034,91,3,1
"Victorian  Road, 2446",489991,76,2,3
"Glenwood Alley, 2639",376258,38,5,1
"Elgood   Tunnel, 6374",283494,53,3,2
"Castile  Walk, 5994",148706,53,1,3
"Capeners  Tunnel, 8895",298465,3,4,1
"Beatty  Alley, 3765",453319,52,1,3
"Battersea   Pass, 3930",111250,67,4,2
"Babmaes    Rue, 9855",223623,96,4,1
"Canon Way, 7583",153773,30,5,1
"Woodland Route, 1729",208657,25,5,3
"Dunstable   Tunnel, 6225",53645,44,5,2
"Eaglet  Street, 833",436915,45,1,3
"Bellenden  Lane, 1663",80519,8,1,2
"Fieldstone Way, 6656",148291,17,4,1
"Collins  Street, 7834",241516,75,5,1
"Boadicea   Route, 3777",284797,80,4,1
"Monroe Rue, 3708",434821,76,1,1
"Fairfield  Road, 2847",127790,70,2,3
"Cobden  Drive, 7896",171797,21,2,3
"Bond Boulevard, 4342",364166,28,5,1
"Fair Walk, 5460",175868,52,2,3
"Lincoln Boulevard, 3632",230879,48,5,3
"Clavell   Avenue, 2527",71886,57,2,3
"Coalecroft  Hill, 2511",315537,41,2,2
"Adelaide  Lane, 1570",268538,28,1,3
"Bede  Pass, 8930",129671,3,4,3
"Shepherds  Grove, 8686",377050,24,5,3
"Camera  Street, 6494",370889,53,2,1
"Camberwell  Boulevard, 6895",101562,89,3,2
"Cheltenham  Street, 9162",138320,79,5,3
"Ashley Route, 8715",290191,54,1,3
"Wakley   Route, 8632",126070,51,4,2
"Commercial  Avenue, 7724",390454,82,4,1
"Colombo   Street, 625",113707,26,1,1
"Chestnut Rise Drive, 5305",252986,93,4,1
"Chancellor  Walk, 1793",495264,25,2,1
"Ensign   Crossroad, 9454",220383,84,5,2
"Marina  Vale, 4397",486344,14,5,1
"Oxford Walk, 3922",176786,95,3,3
"Union  Boulevard, 7179",311216,90,3,3
"Aspen Way, 7670",305739,40,5,2
"Charnwood   Alley, 7628",235366,13,4,2
"Cecilia  Alley, 4814",405110,79,4,2
"North Walk, 7076",186776,95,1,2
"Victoria Rise Street, 7980",475577,45,4,3
"Sheffield Rue, 4013",384827,99,4,3
"Sundown Way, 8697",415508,73,3,2
"Chartham  Tunnel, 7912",96562,80,2,3
"Bendmore  Alley, 2644",253651,88,1,3
"Falconberg   Drive, 4662",356226,3,3,1
"Fieldstone Alley, 451",409734,93,5,1
"Garfield Crossroad, 4917",145037,67,5,1
"Abbey   Road, 8421",342425,40,2,3
"Norfolk  Vale, 2915",103311,73,5,3
"Emden   Route, 1318",369070,86,2,3
"Oxford Pass, 3041",441440,38,3,2
"Clerkenwell Walk, 2414",141714,18,4,3
"Timber   Way, 307",332464,34,3,3
"Lincoln Pass, 6809",141362,99,3,2
"Elgood   Route, 5021",414260,49,3,3
"Boldero   Hill, 7799",60211,72,1,2
"Apothecary   Road, 9145",296957,26,5,3
"Cheney  Alley, 814",285808,84,1,1
"Abbey   Way, 6668",224682,1,1,3
"Marischal  Pass, 3943",360386,20,1,3
"Battersea   Tunnel, 6049",328837,41,3,2
"Glenwood Walk, 6542",378024,56,4,2
"Bales  Grove, 2854",341677,40,4,1
"Magnolia Alley, 6344",371195,94,4,3
"Bloomsbury  Avenue, 8589",76401,84,1,3
"College  Avenue, 9042",244533,60,4,1
"Billing  Road, 6592",248536,36,1,1
"Emily  Alley, 416",407926,44,3,1
"Carlisle  Drive, 9057",264128,80,4,2
"Blenkarne  Walk, 6702",377809,77,5,2
"Sherwood  Route, 2159",411470,98,5,1
"Railroad Drive, 2726",308200,47,4,3
"Jackson Walk, 2633",229212,57,3,3
"Rosewood Drive, 9563",408729,0,5,2
"Bede  Drive, 7126",315380,17,4,2
"Longleigh   Crossroad, 9920",255146,45,1,1
"Calvin   Way, 9019",201390,82,3,3
"Thomas  Route, 3302",139407,43,4,2
"Anns  Tunnel, 61",490642,8,3,3
"Bond Hill, 9839",185094,5,4,3
"Abbey   Tunnel, 9422",107700,41,4,2
"Apothecary   Road, 4607",130159,49,4,1
"Hickory   Route, 3910",380495,4,5,2
"Queen Drive, 4766",216195,66,1,1
"King Lane, 363",399526,78,1,3
"Queensberry  Route, 705",61997,1,5,1
"Hamilton  Hill, 8010",313259,67,4,2
"Elizabeth  Way, 5657",51375,68,2,2
"Babmaes    Grove, 7588",385541,52,3,1
"Carlisle  Grove, 4014",371892,62,2,2
"Chambers  Boulevard, 7077",63287,0,2,2
"Thorndike   Rue, 7842",497368,51,4,3
"Kingly  Grove, 7736",94200,81,3,3
"Ben   Boulevard, 2810",274187,42,4,1
"Aylward   Route, 8696",70497,38,5,1
"Badric  Crossroad, 9734",354154,1,1,3
"Carol   Drive, 7514",55064,89,2,3
"Canal  Way, 6170",415778,69,3,1
"Linda Lane Grove, 5313",311447,60,2,1
"Ashley Lane, 9485",104410,64,4,1
"Norfolk  Walk, 4223",410972,49,1,1
"Camdale  Hill, 4869",288161,32,2,1
"Tiptree   Tunnel, 2327",363337,36,1,1
"Union  Grove, 949",233637,77,3,2
"Ellerslie Walk, 8902",162803,68,4,2
"Caslon   Street, 107",138713,58,5,3
"Monroe Road, 518",172592,3,1,2
"Shepherds  Pass, 4246",177629,60,4,1
"Cheltenham  Boulevard, 3940",376034,48,4,1
"Longleigh   Way, 2786",341454,49,5,3
"Bishop   Street, 4991",398155,16,3,2
"Western   Road, 1357",381375,37,1,2
"Battersea   Grove, 9669",85538,96,1,2
"Apsley    Way, 4726",98290,32,2,1
"Queen Caroline   Walk, 6247",291511,32,3,2
"Victoria Rise Lane, 5099",245092,19,4,3
"Babmaes    Tunnel, 9880",99725,60,5,2
"Blackheath  Boulevard, 5686",288105,66,3,1
"Bacon  Road, 6663",431236,19,2,3
"Apostle  Avenue, 1997",69395,45,4,2
"Fair Grove, 6454",397169,51,3,2
"Cheltenham  Avenue, 9967",371634,51,3,1
"Norland  Road, 76",348636,8,3,3
"Kimberley  Crossroad, 5863",50817,28,1,1
"Fawn Walk, 674",120808,8,1,2
"South Lane, 7575",118074,96,4,1
"Magnolia Rue, 1325",355986,83,4,3
"Angela   Street, 3794",214425,38,4,2
"Norfolk  Alley, 7696",153264,49,3,2
"Longman   Lane, 5573",244004,48,4,2
"Arctic   Tunnel, 5123",103961,80,4,2
"Sheffield Grove, 3218",253126,37,2,1
"Caroline  Rue, 7919",367184,34,5,1
"Bigland  Drive, 9217",259576,3,4,3
"Arline    Hill, 2488",206567,90,2,1
"Lincoln Crossroad, 2455",308281,6,2,2
"Bacon  Grove, 7780",105062,36,2,1
"Chartham  Walk, 7262",114202,77,2,1
"Boldero   Way, 6541",395446,0,3,2
"Wadham  Alley, 1035",261639,0,5,2
"Chancellor  Hill, 1309",175245,66,5,1
"Fair Vale, 3433",354082,31,4,2
"Cecilia  Avenue, 2053",108301,83,1,3
"Ashley Way, 8062",76490,77,1,3
"Adelaide  Rue, 6520",211092,34,3,2
"Chestnut Rise Way, 8642",100645,56,1,3
"Queen Caroline   Boulevard, 920",358719,76,5,1
"Sheffield Lane, 3407",126575,91,5,2
"Canal  Boulevard, 2195",450910,79,3,1
"Fairfield  Rue, 3177",487021,30,1,2
"Cingworth  Boulevard, 171",171358,4,5,3
"Geffrye   Pass, 3728",54106,7,4,3
"West Boulevard, 1878",243632,47,5,1
"Apostle  Way, 2216",396177,47,3,3
"Carolina  Walk, 7148",258792,85,3,2
"Viscount   Boulevard, 9004",442980,1,4,3
"Canning  Crossroad, 8817",376398,87,2,3
"Durnford  Vale, 5408",422979,20,2,2
"Longman   Walk, 5004",305069,40,5,2
"Aberavon  Rue, 5451",145937,17,2,1
"Bond Tunnel, 5569",255330,16,3,2
"Black Swan  Boulevard, 440",320689,21,2,1
"Chatfield  Vale, 6351",345000,15,5,3
"Clyde Route, 3065",326105,86,1,3
"Dunstable   Boulevard, 5121",363586,13,3,2
"Armory  Drive, 3725",67947,73,5,3
"Angela   Grove, 9651",133846,56,3,1
"Hickory Lane Lane, 5576",62166,23,2,2
"Blackall   Tunnel, 8426",184607,57,5,2
"Rosewood Hill, 9045",84136,81,5,3
"Biggerstaff   Tunnel, 6156",236142,97,5,1
"Lincoln Boulevard, 4272",183093,59,2,3
"Boadicea   Drive, 6697",457382,11,5,3
"Clissold  Hill, 7407",123216,0,2,2
"Cable    Alley, 1105",389920,57,3,1
"Abourne   Drive, 6133",168590,39,2,3
"Eldon  Grove, 34",492304,61,5,2
"Clifton  Street, 1706",363093,91,5,2
"Collent   Crossroad, 2509",484514,67,4,1
"Geffrye   Boulevard, 5403",58069,87,3,3
"Canon Road, 6417",374641,54,1,3
"Chicksand  Pass, 1798",224931,38,5,2
"Caslon   Lane, 597",347264,64,5,3
"Cavell   Route, 2979",373545,76,5,2
"Egerton  Grove, 9648",381633,49,4,2
"Elizabeth  Avenue, 9742",215128,83,4,2
"Carlisle  Alley, 5768",181356,74,4,2
"Charnwood   Avenue, 3573",154165,57,5,3
"Sundown Boulevard, 25",401432,8,1,1
"Ashley Street, 6517",450344,7,4,2
"Jackson Alley, 2936",416125,20,2,3
"Vincent  Pass, 4270",59529,25,1,3
"Wake  Way, 5054",463850,93,4,2
"Westbourne Drive, 5859",386335,43,4,3
"South Lane, 4022",349829,88,5,3
"Walnut Alley, 4178",216518,56,1,2
"Clere  Hill, 7597",425371,2,2,1
"Caldwell   Vale, 9698",115538,16,1,1
"Angel  Pass, 662",394862,69,1,2
"Apollo  Road, 3549",213713,36,4,2
"Lonsdale  Alley, 5496",214031,60,1,2
"Western   Crossroad, 9131",237430,30,3,1
"Bermondsey    Grove, 5206",376657,64,4,1
"Belgrave  Boulevard, 6036",443629,94,5,3
"Sheffield Route, 4703",344593,53,4,1
"Ellerslie Grove, 7810",301951,8,4,3
"Chantry   Vale, 3498",223086,49,1,1
"Carnegie   Crossroad, 6378",374893,1,2,1
"Thrale   Drive, 4897",344216,11,4,3
"Ayres   Grove, 7618",397007,86,1,3
"Chatsworth  Pass, 1660",303514,7,3,2
"Clarks  Tunnel, 4900",254304,78,5,3
"Blomfield  Crossroad, 9325",284621,40,5,1
"St. Pauls  Tunnel, 9059",485214,92,5,2
"Linda   Hill, 6134",333544,0,2,2
"Elf  Avenue, 1586",473259,73,4,2
"Sundown Drive, 1998",199511,92,5,3
"Canning  Crossroad, 2497",259051,31,2,2
"Queen Caroline   Tunnel, 5962",116393,69,1,2
"Victoria  Crossroad, 8238",401745,51,2,2
"Bury  Walk, 5807",347686,16,4,3
"Vincent  Pass, 6348",50981,98,4,1
"Balfour    Route, 1656",360414,89,1,2
"Clavell   Hill, 7929",70186,69,1,1
"Berriman  Route, 5505",236179,51,2,1
"Coborn  Rue, 8029",116636,61,4,1
"Collingwood  Drive, 1454",370297,40,2,3
"Cleveland  Rue, 919",325691,33,5,1
"Clavell   Walk, 6166",258583,73,4,1
"King Edward  Alley, 5884",262351,23,5,3
"Longman   Route, 5417",179511,28,3,2
"Dunton  Rue, 3331",182156,65,1,2
"Kilner   Grove, 8010",129521,54,1,3
"Chantry   Street, 6845",443742,99,5,1
"Durweston   Hill, 2399",126641,53,2,3
"Zealand Hill, 3248",70756,33,3,2
"Yoakley Tunnel, 1699",84846,63,3,2
"Fawn Walk, 2952",360212,74,5,3
"Blean   Crossroad, 4128",179955,50,3,3
"Eaglet  Alley, 1234",104058,91,4,2
"Eldon  Avenue, 1306",142712,61,2,3
"Adderley   Avenue, 7974",213076,42,4,1
"Berry  Drive, 4809",405911,34,1,1
"Sundown Lane, 7572",426762,5,5,1
"Biggerstaff   Road, 9572",374436,76,1,3
"Bloomsbury  Vale, 4833",111877,62,1,1
"Virgil   Way, 9263",82594,82,3,1
"Camley   Way, 3292",307651,78,2,1
"Charterhouse  Route, 3688",300022,34,4,3
"Vintners  Crossroad, 6413",348631,41,3,2
"Cheney  Drive, 6533",372213,93,5,2
"Linden Crossroad, 7647",153844,41,4,1
"Andrews  Way, 1484",490155,88,3,3
"Angrave    Alley, 5818",176389,38,3,3
"West Tunnel, 4088",232405,93,5,2
"Chatfield  Rue, 8564",435252,45,5,1
"Magnolia Way, 3248",469571,96,4,1
"Clavell   Avenue, 6854",288472,3,4,3
"Chantry   Alley, 4351",297940,28,3,2
"Lonsdale  Route, 8253",264182,86,4,3
"Empress  Tunnel, 1220",245188,63,3,1
"Cavendish Tunnel, 3485",237719,89,5,2
"Angrave    Pass, 8753",457129,15,2,3
"Victorian  Grove, 3051",126536,38,4,3
"Thomas More   Avenue, 4564",94263,99,2,1
"Camberwell  Hill, 962",228738,23,4,2
"Bempton   Alley, 1338",227775,66,5,3
"Durham Drive, 5712",371293,29,5,2
"Bennett  Walk, 2637",161267,73,2,1
"Balfour    Lane, 3188",452003,50,2,2
"Garfield Walk, 5075",463664,63,2,3
"Buttonwood Vale, 7749",375116,78,2,2
"Sheffield Lane, 3844",366428,30,5,1
"Fawn Crossroad, 1500",274255,48,1,1
"Addison  Walk, 5017",122592,65,1,2
"Byland  Alley, 7946",344312,60,3,2
"Chatfield  Avenue, 5247",476057,1,4,1
"Besson  Lane, 1902",138927,39,2,2
"Blackpool  Route, 4209",118746,27,4,1
"Belgrave  Tunnel, 5611",108993,7,1,2
"Chancellor  Way, 492",364617,35,4,1
"Virgil   Way, 5515",264534,46,5,1
"Wadham  Boulevard, 9636",169105,90,1,1
"Calderwood   Route, 5012",197976,82,2,1
"Meadow Drive, 8156",469027,50,5,1
"Duthie   Vale, 4984",66822,46,2,2
"Collent   Crossroad, 6759",417649,88,5,2
"Church Way, 8663",129292,8,1,1
"Meadow Hill, 3703",287901,39,5,1
"Shepherds  Pass, 5455",480821,1,1,2
"Byland  Grove, 2273",246878,74,4,3
"Parkfield  Crossroad, 5118",473275,44,5,1
"Apothecary   Drive, 7549",240090,67,1,1
"Carnegie   Vale, 5087",79909,50,3,1
"Queensberry  Vale, 8595",439481,94,5,3
"Arctic   Way, 7386",200759,53,1,3
"Betton  Crossroad, 5880",479977,99,5,1
"Bicknell  Walk, 5349",204735,93,3,2
"Camdale  Pass, 3710",161279,14,5,2
"Longman   Rue, 751",272097,87,3,1
"Blackwall  Road, 874",113830,92,3,3
"Apostle  Lane, 1110",275964,59,4,2
"Collins  Boulevard, 5216",57884,53,2,3
"Ben   Route, 878",223825,23,2,1
"Hamilton  Avenue, 4619",105970,41,1,2
"West Grove, 2020",51884,98,4,1
"Black Swan  Tunnel, 7450",296442,12,1,2
"Cato   Hill, 4760",203398,24,3,2
"Blendon    Drive, 7555",360149,7,5,1
"Coalecroft  Rue, 3777",134016,71,5,2
"Durweston   Boulevard, 134",294613,50,4,1
"Ernest  Boulevard, 8385",100293,31,4,3
"Boleyn  Drive, 7834",123852,62,1,1
"Queen Caroline   Grove, 3150",460473,86,1,2
"Canning  Route, 3609",235934,15,4,2
"Canon Grove, 7972",383716,71,2,2
"Virginia Lane, 5774",392340,16,1,2
"Emden   Way, 226",91107,78,3,2
"Thomas Doyle   Rue, 6313",339161,72,4,2
"Elia   Avenue, 6985",123319,88,3,3
"English   Drive, 4225",460257,81,3,3
"Bellenden   Pass, 1514",362614,81,5,3
"Tiptree   Boulevard, 3218",216372,34,1,2
"Becklow  Vale, 990",494258,53,1,3
"Monroe Crossroad, 5978",178738,75,4,1
"Caldwell   Way, 1797",483797,85,4,2
"Boleyn  Avenue, 9477",457034,79,3,1
"Yoakley Route, 7931",290268,40,2,3
"Pine Boulevard, 9243",178304,54,1,1
"Billing  Hill, 4086",78245,21,5,1
"Arline    Vale, 4057",272522,38,1,3
"Castlereagh   Vale, 828",384946,49,3,1
"Blake  Walk, 7521",207270,35,2,3
"Ashley Tunnel, 6788",191751,52,2,1
"Beaconsfield  Hill, 8416",306812,74,1,2
"Canon Route, 395",60869,34,5,1
"Sheffield Crossroad, 5407",69815,62,4,2
"Cave   Rue, 7132",438050,42,2,2
"Blackall   Pass, 1795",434022,76,4,3
"Norfolk  Tunnel, 1736",390103,44,5,1
"Arbutus   Pass, 3253",54058,42,4,1
"Marischal  Vale, 2710",455119,46,4,1
"Chantry   Vale, 7083",190867,65,5,2
"Shepherds  Crossroad, 1708",313178,25,2,2
"Dunton  Route, 2882",133932,89,1,1
"Lincoln Route, 8532",50804,72,2,2
"Bekesbourne   Lane, 9530",185129,95,3,3
"Angel  Grove, 4427",402287,95,5,3
"Spruce Vale, 4241",127066,27,3,3
"Berry  Drive, 7137",307279,65,5,3
"Calverley  Crossroad, 3112",471133,58,5,1
"Callcott   Street, 2845",184420,79,5,2
"Adderley   Crossroad, 4036",469306,16,3,1
"Canon Grove, 8304",250553,81,4,3
"Beaconsfield  Tunnel, 7285",184408,73,4,2
"Canning  Vale, 8469",220057,4,4,3
"Bective  Vale, 8724",268362,71,2,3
"Carlisle  Boulevard, 6399",269522,27,5,2
"Boadicea   Avenue, 4901",395500,21,2,1
"York Hill, 1",75485,4,1,1
"Cliffords  Hill, 5538",105454,89,1,1
"Chelsea Manor  Drive, 9603",95793,33,5,3
"Cingworth  Alley, 8107",259804,94,5,1
"Liverpool  Route, 6101",424519,43,5,3
"Hammersmith  Crossroad, 4286",351800,20,3,2
"Ely  Alley, 3646",220703,65,2,1
"English   Hill, 6659",444773,30,2,1
"Vintners  Street, 5903",94834,25,1,1
"Camberwell  Drive, 2910",257125,31,2,3
"Battersea   Hill, 4311",107616,37,2,1
"Rosewood Grove, 869",177515,65,1,1
"Caslon   Drive, 9549",106409,63,5,1
"Blue Anchor  Crossroad, 5710",480503,47,2,2
"Black Friars   Alley, 9189",205075,87,3,2
"Kinglake  Street, 7491",470178,87,5,2
"Hampden  Avenue, 8162",318829,5,5,2
"Kinglake  Boulevard, 3349",353844,42,3,2
"Sundown Crossroad, 1714",455643,0,4,3
"Meadow Vale, 9386",401561,61,4,3
"Linda   Street, 1916",395143,3,4,3
"Buttonwood Pass, 3593",234795,42,1,1
"Thrale   Hill, 6693",250081,84,1,1
"Adelaide  Hill, 323",439845,25,4,2
"Camdale  Crossroad, 8160",248871,24,3,1
"Blackheath  Vale, 9081",226318,93,3,2
"Enderby   Walk, 4907",311250,44,4,2
"Hammersmith  Tunnel, 3366",399461,65,3,2
"Under  Vale, 9005",403432,4,3,3
"Durweston   Hill, 9686",131180,63,5,2
"Thorndike   Pass, 528",456193,57,5,1
"Sheraton   Hill, 2858",414369,88,4,3
"Caldwell   Avenue, 6653",314954,1,5,2
"Gavel   Road, 6063",451102,89,2,1
"Cam  Avenue, 4001",411808,86,1,1
"Abbots   Tunnel, 8738",86961,57,1,3
"Collins  Way, 9755",121972,83,2,1
"Birkin   Boulevard, 5915",328302,89,1,2
"Ely  Grove, 114",356893,58,1,2
"Maple Lane, 57",59672,70,4,1
"Addison  Walk, 5066",247774,89,4,2
"East Way, 7313",75478,11,5,1
"Chestnut Rise Walk, 1856",486224,92,4,3
"Howard Crossroad, 4001",497190,2,2,2
"Aspen Drive, 1385",107208,63,1,3
"Cavendish Alley, 1790",52103,46,1,2
"Bush  Tunnel, 6253",262724,8,2,3
"Pine Walk, 521",403385,92,2,2
"Cingworth  Alley, 4457",440675,27,4,2
"Shepherds  Way, 9294",263732,78,2,3
"Champion  Road, 9646",255917,59,2,1
"Hammersmith  Walk, 5210",473259,7,4,2
"Camley   Alley, 3418",371638,82,3,2
"York Pass, 1365",135446,32,4,1
"Chesterfield  Rue, 9976",181786,95,1,2
"Bempton   Alley, 3277",197523,95,2,2
"King Edward  Lane, 9275",140522,97,1,2
"Rosewood Hill, 7601",484717,82,1,3
"Badric  Crossroad, 2677",172613,69,5,3
"Carltoun   Avenue, 6476",103925,70,2,2
"Kinglake  Road, 3869",442377,17,2,2
"Cecilia  Street, 9886",208642,68,4,1
"Ernest  Tunnel, 3268",106736,97,4,2
"Bales  Alley, 554",165080,46,3,1
"Baynes  Tunnel, 814",170045,71,1,2
"Castle Route, 941",344687,88,1,2
"Carolina  Tunnel, 9198",54338,22,4,3
"Babmaes    Boulevard, 9936",379915,69,4,3
"Canal  Boulevard, 6161",366469,78,2,2
"Cingworth  Lane, 858",488288,46,4,2
"Bigland  Street, 4712",87691,51,1,2
"Cheney  Vale, 2461",161199,73,2,1
"Boleyn  Alley, 5336",59936,37,4,2
"Caedmon  Avenue, 9515",94998,70,1,3
"Meadow Crossroad, 357",388846,4,3,2
"Cavaye  Avenue, 6493",131154,72,1,1
"Addison  Route, 4561",73240,11,2,3
"Pine Hill, 9518",91167,90,5,3
"Commercial  Avenue, 9836",412512,1,5,2
"East Street, 4941",361519,84,4,3
"Charterhouse  Lane, 8416",345696,66,3,3
"Ernest  Avenue, 484",316668,76,4,2
"Cleaver Alley, 6614",112083,52,3,1
"Rosewood Rue, 3747",366667,15,4,3
"Garfield Drive, 3594",169581,59,1,1
"Beatty  Alley, 4343",156517,46,5,2
"Heritage Lane, 2130",162914,22,5,1
"Bell    Crossroad, 5542",196401,9,3,2
"Chestnut Rise Grove, 9533",283026,68,5,3
"Enford   Rue, 3268",126190,62,2,2
"Elia   Street, 9011",73296,62,4,3
"Aspen Vale, 4527",464337,90,5,1
"Blackheath  Walk, 9403",275819,56,4,2
"Cobden  Avenue, 7188",403896,2,4,2
"Blenkarne  Lane, 816",323839,56,3,1
"Bacon  Rue, 2736",263012,85,3,2
"Underwood  Avenue, 5970",399397,7,5,2
"Gatonby   Route, 6674",76637,60,1,1
"Fawn Street, 2653",318050,98,3,2
"Ashley Route, 3122",205469,47,5,2
"Chamberlain  Rue, 285",369687,10,5,2
"York Vale, 100",478068,78,1,2
"Vine  Grove, 5493",480326,24,5,3
"Fairfield  Road, 8776",438883,9,1,1
"Blackheath  Tunnel, 4309",322021,3,5,3
"Spruce Way, 3488",272788,20,5,3
"Ellerslie Tunnel, 6443",141388,40,1,3
"Timber   Pass, 3892",153598,5,4,3
"Cardinal Vale, 8461",56214,95,2,3
"Chart   Hill, 3468",387080,20,4,3
"West Street, 4612",66376,83,1,2
"Ely  Street, 6610",362431,88,2,1
"English   Road, 3742",489890,21,1,1
"Bayberry Avenue, 4812",161448,68,5,1
"Unwin  Boulevard, 4540",137478,49,5,1
"Parkgate  Lane, 1938",152305,57,2,3
"Littlebury  Street, 3195",82779,5,4,1
"Arundel   Drive, 7714",496096,58,4,1
